,HomePlanet,CryoSleep,Destination,Age,VIP,Side,Deck,Y
6961,2.0,1,1.0,46.0,0,2,2,1
6962,2.0,0,1.0,38.0,0,2,2,0
6963,2.0,0,3.0,43.0,1,2,2,0
6964,2.0,0,3.0,28.0,0,2,3,1
6965,2.0,1,1.0,31.0,1,2,3,1
6966,2.0,1,2.0,35.0,0,2,3,1
6967,1.0,0,1.0,19.0,0,1,6,1
6968,1.0,0,1.0,24.0,0,2,6,0
6969,3.0,0,3.0,20.0,0,1,5,0
6970,2.0,0,1.0,16.0,0,2,3,1
6971,2.0,1,3.0,45.0,0,2,3,1
6972,1.0,0,1.0,19.0,0,1,7,0
6973,1.0,0,1.0,23.0,0,2,6,1
6974,1.0,0,1.0,19.0,0,1,7,0
6975,3.0,0,1.0,32.0,0,2,6,0
6976,1.0,0,1.0,41.0,0,2,7,1
6977,1.0,0,1.0,30.0,0,1,6,0
6978,2.0,0,3.0,41.0,0,2,2,0
6979,3.0,0,1.0,7.0,0,1,6,1
6980,1.0,0,,39.0,0,1,7,1
6981,1.0,0,1.0,47.0,0,1,6,1
6982,1.0,0,1.0,21.0,0,2,7,0
6983,1.0,1,1.0,29.0,0,1,7,1
6984,1.0,0,1.0,19.0,0,1,7,0
6985,3.0,0,1.0,50.0,0,2,6,1
6986,2.0,0,1.0,28.0,0,1,1,0
6988,1.0,0,2.0,24.0,0,2,7,0
6989,2.0,0,3.0,31.0,0,2,1,0
6990,2.0,1,1.0,38.0,0,1,5,1
6991,2.0,1,3.0,26.0,0,1,2,1
6992,1.0,0,1.0,28.0,0,1,7,0
6993,2.0,1,3.0,45.0,0,2,2,1
6994,2.0,1,1.0,47.0,0,2,2,1
6995,2.0,1,1.0,60.0,0,2,2,1
6996,1.0,0,3.0,42.0,0,1,5,1
6997,1.0,0,1.0,43.0,0,2,5,0
6999,1.0,1,1.0,17.0,0,1,7,0
7000,1.0,1,1.0,20.0,0,2,7,0
7001,1.0,0,1.0,18.0,0,1,7,0
7002,3.0,0,1.0,24.0,0,1,6,0
7003,1.0,0,3.0,25.0,0,1,6,0
7004,1.0,0,2.0,20.0,0,1,6,0
7005,1.0,0,1.0,23.0,0,1,7,0
7006,2.0,1,1.0,48.0,0,2,2,1
7007,2.0,0,3.0,26.0,0,2,2,1
7008,2.0,1,3.0,36.0,0,2,2,1
7009,2.0,1,3.0,27.0,0,2,3,1
7010,2.0,0,3.0,41.0,0,1,1,1
7011,1.0,1,1.0,21.0,0,2,7,1
7012,3.0,0,1.0,71.0,0,2,5,0
7013,1.0,1,1.0,64.0,0,2,7,0
7014,2.0,0,1.0,33.0,0,2,2,0
7015,1.0,0,3.0,24.0,0,1,6,1
7016,2.0,1,1.0,35.0,0,2,4,1
7017,1.0,1,2.0,13.0,0,1,7,1
7018,1.0,1,1.0,11.0,0,1,7,1
7019,3.0,1,1.0,,0,2,6,1
7020,3.0,1,1.0,43.0,0,1,6,1
7021,3.0,1,1.0,36.0,0,1,6,1
7022,1.0,0,2.0,22.0,0,1,6,0
7023,2.0,0,,56.0,0,2,3,1
7024,3.0,1,1.0,34.0,0,2,6,1
7025,1.0,0,1.0,46.0,0,2,7,0
7026,3.0,0,2.0,43.0,0,1,5,1
7027,1.0,0,3.0,25.0,0,1,7,1
7029,1.0,0,3.0,14.0,0,1,7,0
7030,1.0,0,1.0,63.0,0,2,7,1
7031,3.0,0,1.0,29.0,0,1,5,0
7032,3.0,1,2.0,45.0,0,1,5,1
7033,1.0,1,1.0,15.0,0,2,7,1
7034,3.0,0,1.0,19.0,0,2,4,1
7035,1.0,0,1.0,53.0,0,1,5,0
7036,3.0,0,1.0,45.0,0,2,6,0
7037,2.0,0,3.0,41.0,0,2,3,1
7038,3.0,0,1.0,68.0,1,1,6,0
7039,3.0,1,1.0,5.0,0,1,6,1
7040,3.0,0,1.0,27.0,1,1,6,1
7041,1.0,0,3.0,20.0,0,1,6,1
7042,,0,1.0,54.0,1,2,6,0
7043,1.0,0,1.0,18.0,0,2,6,0
7044,2.0,0,3.0,45.0,0,1,3,1
7045,2.0,1,1.0,26.0,0,2,2,1
7046,2.0,0,1.0,37.0,0,2,2,1
7047,1.0,0,1.0,30.0,0,1,6,0
7048,3.0,0,1.0,51.0,1,1,6,0
7049,3.0,1,1.0,3.0,0,1,6,1
7050,3.0,1,1.0,3.0,0,1,6,1
7051,1.0,0,1.0,19.0,0,1,6,0
7052,1.0,0,1.0,19.0,0,2,5,0
7053,1.0,0,1.0,6.0,0,2,5,1
7054,1.0,0,3.0,4.0,0,2,5,1
7055,2.0,0,1.0,23.0,0,2,2,0
7056,1.0,0,1.0,37.0,0,2,6,0
7057,3.0,0,3.0,18.0,0,2,6,0
7058,1.0,0,2.0,29.0,0,2,6,0
7059,1.0,0,1.0,25.0,0,1,5,0
7060,1.0,0,1.0,52.0,0,1,6,0
7061,3.0,1,1.0,24.0,0,2,6,0
7062,3.0,0,1.0,0.0,0,2,6,1
7063,1.0,0,2.0,25.0,0,1,6,0
7064,2.0,1,1.0,26.0,0,1,2,1
7065,2.0,0,2.0,32.0,1,1,2,0
7066,1.0,0,1.0,58.0,0,1,6,0
7067,1.0,0,1.0,44.0,0,1,6,0
7068,1.0,0,1.0,41.0,0,1,7,0
7069,1.0,0,1.0,24.0,0,2,7,1
7070,1.0,1,1.0,41.0,0,1,7,1
7071,1.0,1,2.0,23.0,0,1,7,1
7072,2.0,0,1.0,27.0,0,2,3,0
7073,2.0,1,3.0,61.0,0,2,3,1
7074,1.0,0,1.0,18.0,0,1,6,1
7075,1.0,1,1.0,18.0,0,2,7,1
7076,2.0,1,1.0,,0,2,2,1
7077,2.0,1,3.0,15.0,0,2,2,1
7078,1.0,0,3.0,12.0,0,2,7,1
7079,1.0,0,2.0,40.0,0,2,6,0
7080,1.0,0,1.0,19.0,0,1,6,1
7081,3.0,1,1.0,18.0,0,2,6,1
7082,2.0,0,1.0,48.0,1,1,1,0
7083,2.0,0,3.0,37.0,0,1,1,0
7084,1.0,0,1.0,35.0,0,2,6,0
7085,1.0,0,1.0,29.0,0,1,6,0
7086,1.0,0,1.0,54.0,0,2,5,0
7087,1.0,1,1.0,,0,2,7,0
7088,1.0,0,1.0,22.0,0,1,5,1
7089,1.0,1,2.0,18.0,0,1,7,1
7090,1.0,0,1.0,26.0,0,1,5,1
7091,1.0,0,2.0,19.0,0,2,6,0
7092,1.0,0,1.0,22.0,0,1,6,0
7093,2.0,0,1.0,17.0,0,1,3,1
7094,1.0,0,1.0,18.0,0,2,6,0
7095,3.0,1,3.0,39.0,0,1,6,1
7096,2.0,0,1.0,37.0,0,1,2,1
7097,2.0,1,3.0,17.0,0,1,2,1
7098,2.0,0,3.0,25.0,0,1,2,0
7099,2.0,0,1.0,9.0,0,1,2,1
7100,1.0,1,3.0,15.0,0,2,7,0
7101,1.0,0,1.0,19.0,0,1,6,0
7102,3.0,0,1.0,18.0,0,1,5,0
7103,3.0,0,1.0,50.0,1,1,4,0
7104,1.0,1,1.0,14.0,0,2,7,0
7105,1.0,1,2.0,19.0,0,1,7,0
7106,2.0,1,3.0,33.0,0,2,2,1
7107,2.0,0,1.0,23.0,0,1,4,1
7108,2.0,0,1.0,39.0,0,1,4,0
7109,1.0,0,2.0,14.0,0,2,5,0
7110,1.0,0,3.0,14.0,0,1,6,0
7111,1.0,0,2.0,45.0,0,2,7,1
7112,1.0,1,1.0,22.0,0,2,7,1
7113,3.0,0,1.0,36.0,0,1,6,1
7114,2.0,0,,19.0,0,2,2,1
7115,2.0,1,1.0,59.0,0,2,2,1
7116,,0,1.0,31.0,0,2,2,0
7117,2.0,1,3.0,31.0,0,2,3,1
7118,2.0,0,1.0,39.0,0,2,3,0
7119,2.0,0,1.0,28.0,0,2,3,1
7120,2.0,1,1.0,19.0,0,2,3,1
7121,2.0,0,1.0,29.0,0,1,3,1
7122,1.0,1,3.0,0.0,0,1,7,1
7123,1.0,0,3.0,15.0,0,1,7,1
7124,1.0,0,1.0,18.0,0,2,6,0
7125,2.0,1,3.0,49.0,0,2,3,1
7126,1.0,0,1.0,36.0,0,2,6,1
7127,2.0,1,3.0,40.0,0,2,3,1
7128,2.0,1,1.0,56.0,0,2,3,1
7129,1.0,1,2.0,67.0,0,2,7,1
7130,1.0,0,1.0,44.0,0,1,5,0
7131,1.0,0,1.0,17.0,0,2,7,0
7132,3.0,1,1.0,27.0,0,1,6,1
7133,3.0,0,1.0,23.0,0,1,6,0
7134,3.0,0,3.0,28.0,0,2,6,0
7135,3.0,1,1.0,54.0,0,2,6,1
7136,3.0,1,1.0,26.0,0,2,6,1
7137,2.0,0,3.0,40.0,1,1,1,0
7138,2.0,1,1.0,39.0,0,1,1,1
7139,2.0,1,3.0,40.0,0,1,3,1
7140,1.0,0,2.0,20.0,0,2,6,1
7141,1.0,0,1.0,18.0,0,2,7,1
7142,3.0,0,,17.0,0,1,6,0
7143,2.0,1,3.0,35.0,0,1,2,1
7144,1.0,0,1.0,31.0,0,2,7,0
7145,1.0,0,1.0,40.0,0,1,7,0
7146,2.0,1,2.0,50.0,0,2,3,1
7147,1.0,0,1.0,21.0,0,2,6,0
7148,1.0,0,1.0,29.0,0,1,5,0
7149,2.0,0,3.0,63.0,0,2,1,1
7150,3.0,0,1.0,19.0,0,1,6,1
7151,3.0,0,1.0,36.0,0,1,4,0
7152,1.0,0,3.0,48.0,0,1,6,0
7153,2.0,0,1.0,33.0,0,1,5,0
7154,3.0,0,1.0,28.0,0,2,4,0
7155,,0,1.0,39.0,0,1,7,0
7156,1.0,1,,27.0,0,2,7,1
7157,2.0,1,3.0,58.0,0,2,2,1
7158,2.0,1,3.0,44.0,0,2,2,1
7159,1.0,1,1.0,23.0,0,1,7,1
7160,1.0,0,3.0,21.0,0,1,6,1
7161,2.0,0,3.0,53.0,0,1,3,0
7162,2.0,1,1.0,14.0,0,1,3,1
7163,1.0,1,2.0,17.0,0,1,7,1
7164,2.0,0,3.0,25.0,0,2,3,1
7165,2.0,0,3.0,44.0,1,2,3,0
7166,2.0,0,3.0,24.0,0,2,3,1
7167,1.0,0,1.0,24.0,0,2,7,0
7168,1.0,1,1.0,24.0,0,2,7,1
7169,1.0,1,1.0,0.0,0,2,7,1
7170,1.0,1,3.0,7.0,0,2,7,0
7171,1.0,1,2.0,3.0,0,2,7,1
7172,1.0,0,1.0,18.0,0,2,6,1
7173,1.0,1,1.0,4.0,0,2,7,0
7174,2.0,1,3.0,40.0,0,2,2,1
7175,1.0,1,1.0,16.0,0,2,7,0
7176,2.0,1,3.0,25.0,0,2,2,1
7177,1.0,1,1.0,10.0,0,2,7,1
7178,1.0,1,,40.0,0,1,7,1
7179,3.0,1,1.0,19.0,0,1,6,1
7180,2.0,1,3.0,15.0,0,1,2,1
7181,1.0,0,1.0,24.0,0,1,7,0
7182,3.0,1,1.0,21.0,0,2,6,1
7183,1.0,0,1.0,29.0,0,2,6,0
7184,3.0,0,1.0,37.0,1,2,4,0
7185,1.0,1,2.0,49.0,0,2,7,0
7186,1.0,0,1.0,42.0,0,1,7,0
7187,1.0,1,1.0,54.0,0,1,7,1
7188,1.0,1,1.0,33.0,0,1,7,0
7189,2.0,0,1.0,27.0,0,1,3,0
7190,1.0,1,1.0,53.0,0,2,7,0
7191,1.0,0,1.0,28.0,0,2,6,1
7192,2.0,0,1.0,24.0,0,2,3,1
7193,1.0,0,2.0,20.0,0,1,6,0
7194,1.0,0,1.0,0.0,0,1,7,0
7195,1.0,0,,24.0,0,1,6,0
7196,1.0,0,1.0,28.0,0,1,7,1
7197,3.0,1,1.0,42.0,0,1,6,1
7198,2.0,0,3.0,32.0,1,2,3,0
7199,2.0,0,1.0,36.0,0,1,2,1
7200,2.0,0,1.0,40.0,0,1,2,1
7201,1.0,0,1.0,30.0,0,1,6,0
7202,3.0,0,1.0,34.0,0,1,5,0
7203,3.0,0,1.0,37.0,0,1,6,0
7204,2.0,0,1.0,41.0,0,2,2,1
7205,2.0,1,3.0,25.0,0,2,2,1
7206,3.0,0,1.0,39.0,0,1,6,1
7207,1.0,0,3.0,0.0,0,1,7,1
7208,3.0,0,1.0,54.0,0,1,6,0
7209,1.0,1,1.0,16.0,0,1,7,0
7210,1.0,0,1.0,0.0,0,2,7,1
7211,,1,1.0,13.0,0,2,7,1
7212,3.0,0,1.0,46.0,0,2,6,0
7213,1.0,0,,23.0,0,1,7,0
7214,1.0,0,1.0,18.0,0,2,6,0
7215,1.0,0,2.0,27.0,0,1,6,0
7216,1.0,1,2.0,24.0,0,1,7,0
7217,2.0,0,1.0,27.0,0,1,2,1
7218,,0,1.0,24.0,0,1,4,0
7219,2.0,0,1.0,25.0,1,2,1,1
7220,2.0,1,1.0,30.0,0,2,2,1
7221,1.0,0,1.0,19.0,0,1,7,0
7222,1.0,0,3.0,18.0,0,1,6,0
7223,2.0,1,3.0,49.0,0,1,5,1
7224,1.0,0,1.0,64.0,0,1,7,0
7225,3.0,1,1.0,26.0,0,2,5,1
7226,1.0,0,3.0,53.0,0,1,6,0
7227,3.0,0,1.0,27.0,0,1,4,1
7228,2.0,1,1.0,27.0,0,1,2,1
7229,3.0,0,1.0,25.0,0,2,6,0
7230,1.0,0,3.0,33.0,0,2,5,1
7231,2.0,0,1.0,27.0,0,2,3,0
7232,2.0,1,3.0,20.0,0,1,3,1
7233,2.0,1,3.0,39.0,0,1,2,1
7234,3.0,0,1.0,27.0,0,1,5,0
7235,3.0,1,1.0,19.0,0,2,6,1
7236,1.0,0,1.0,22.0,0,1,6,0
7237,1.0,0,1.0,3.0,0,2,7,0
7238,1.0,0,1.0,24.0,0,2,5,0
7239,3.0,1,1.0,41.0,0,2,6,1
7240,3.0,1,1.0,18.0,0,2,6,1
7241,1.0,0,1.0,63.0,0,1,7,0
7242,2.0,0,1.0,19.0,0,2,2,0
7243,2.0,1,1.0,39.0,0,2,2,1
7245,3.0,0,1.0,41.0,0,1,6,0
7246,2.0,0,1.0,44.0,0,2,1,0
7247,2.0,0,1.0,39.0,1,2,1,0
7248,3.0,1,3.0,29.0,0,1,4,1
7249,3.0,0,1.0,37.0,0,1,4,0
7250,2.0,1,3.0,41.0,0,1,3,1
7251,1.0,0,2.0,18.0,0,2,6,0
7252,1.0,1,3.0,,0,1,7,0
7253,2.0,0,3.0,55.0,0,2,2,1
7254,1.0,1,1.0,21.0,0,1,5,1
7255,2.0,1,1.0,28.0,0,2,2,1
7256,2.0,0,1.0,43.0,0,2,2,1
7257,1.0,0,2.0,32.0,0,2,7,0
7258,1.0,0,1.0,23.0,0,1,6,1
7259,1.0,1,3.0,5.0,0,1,7,1
7260,1.0,0,3.0,14.0,0,2,7,0
7261,1.0,0,1.0,24.0,0,1,6,0
7262,1.0,1,2.0,22.0,0,2,7,1
7263,1.0,0,1.0,14.0,0,2,6,1
7264,1.0,0,1.0,20.0,0,1,5,0
7265,1.0,0,1.0,17.0,0,2,7,0
7266,1.0,0,3.0,20.0,0,2,6,0
7267,1.0,0,1.0,22.0,0,2,7,1
7268,1.0,1,1.0,15.0,0,1,7,1
7269,3.0,0,3.0,67.0,0,1,4,1
7270,2.0,0,3.0,28.0,0,1,3,0
7271,2.0,0,,57.0,0,1,4,0
7272,1.0,1,2.0,21.0,0,1,7,1
7273,3.0,0,1.0,34.0,0,2,6,0
7274,3.0,1,1.0,17.0,0,2,5,0
7275,1.0,0,3.0,33.0,0,1,6,1
7276,2.0,0,3.0,33.0,0,2,3,0
7277,2.0,0,1.0,28.0,0,2,3,0
7278,3.0,1,1.0,18.0,0,2,6,1
7279,3.0,1,1.0,28.0,0,1,6,1
7280,1.0,0,1.0,13.0,0,2,7,0
7281,1.0,0,1.0,38.0,0,1,6,0
7282,2.0,0,3.0,39.0,0,2,2,0
7284,1.0,0,2.0,43.0,0,2,6,0
7285,1.0,0,1.0,32.0,0,2,6,0
7286,,1,1.0,29.0,0,2,6,0
7287,3.0,0,3.0,45.0,0,2,6,0
7288,3.0,1,1.0,25.0,0,2,6,1
7289,1.0,0,3.0,64.0,0,2,6,0
7290,,0,1.0,18.0,0,1,6,0
7291,1.0,0,1.0,44.0,0,1,5,0
7292,1.0,1,1.0,15.0,0,1,7,1
7294,3.0,0,1.0,33.0,0,1,6,0
7295,1.0,0,3.0,3.0,0,1,7,0
7296,1.0,1,3.0,19.0,0,1,7,1
7297,1.0,0,1.0,37.0,0,1,7,0
7298,1.0,0,3.0,24.0,0,1,6,0
7299,1.0,0,1.0,26.0,0,1,7,0
7300,3.0,1,1.0,26.0,0,2,6,1
7301,3.0,1,1.0,26.0,0,2,6,1
7302,1.0,0,1.0,22.0,0,2,6,0
7303,3.0,0,1.0,26.0,0,2,6,0
7304,1.0,0,1.0,27.0,0,1,6,0
7305,1.0,0,2.0,27.0,0,2,6,1
7306,1.0,0,2.0,37.0,0,2,6,1
7307,1.0,1,1.0,22.0,0,1,7,0
7308,1.0,0,3.0,24.0,0,1,7,1
7309,,0,1.0,23.0,0,2,7,0
7310,1.0,0,2.0,18.0,0,1,6,0
7311,1.0,1,1.0,28.0,0,2,7,0
7312,1.0,1,1.0,4.0,0,2,7,1
7313,1.0,1,2.0,23.0,0,2,7,1
7314,1.0,1,2.0,2.0,0,2,7,1
7315,1.0,0,1.0,46.0,0,2,7,0
7316,,0,1.0,0.0,0,2,7,0
7317,3.0,0,1.0,16.0,0,1,6,0
7318,3.0,0,1.0,19.0,0,2,4,0
7319,2.0,0,3.0,34.0,0,2,2,0
7320,2.0,0,1.0,34.0,0,2,2,1
7321,1.0,0,1.0,24.0,0,2,7,0
7322,1.0,1,2.0,28.0,0,2,7,0
7323,2.0,1,3.0,44.0,0,2,2,1
7324,2.0,1,1.0,35.0,0,2,2,1
7325,1.0,0,1.0,20.0,0,1,7,0
7326,1.0,0,2.0,18.0,0,2,6,0
7327,1.0,0,2.0,43.0,0,1,7,0
7328,1.0,0,2.0,48.0,0,1,6,0
7329,3.0,0,1.0,46.0,0,2,5,1
7331,2.0,1,3.0,24.0,0,2,2,1
7332,1.0,0,1.0,34.0,0,1,7,0
7334,3.0,1,1.0,46.0,0,2,6,1
7335,1.0,0,1.0,22.0,0,2,7,0
7336,3.0,1,1.0,42.0,0,2,5,0
7337,3.0,1,1.0,46.0,0,1,6,1
7338,1.0,0,1.0,15.0,0,1,5,0
7339,,0,1.0,42.0,0,2,6,0
7340,3.0,0,1.0,31.0,0,2,5,0
7341,3.0,1,1.0,9.0,0,2,6,1
7342,1.0,0,1.0,34.0,0,2,6,0
7343,1.0,0,1.0,21.0,0,1,7,0
7344,1.0,0,3.0,16.0,0,1,6,0
7345,1.0,0,1.0,40.0,0,1,6,0
7346,,0,1.0,23.0,0,2,6,1
7347,1.0,1,1.0,6.0,0,1,7,0
7348,1.0,0,1.0,17.0,0,2,6,1
7349,1.0,0,3.0,37.0,0,2,6,1
7350,2.0,1,2.0,30.0,0,2,3,1
7351,2.0,1,1.0,32.0,0,2,3,1
7352,2.0,1,3.0,41.0,0,2,3,1
7353,2.0,0,3.0,43.0,0,1,3,0
7354,1.0,0,3.0,17.0,0,2,5,0
7355,2.0,1,1.0,37.0,0,1,2,1
7357,1.0,0,1.0,1.0,0,1,7,0
7358,1.0,0,1.0,38.0,0,1,7,0
7359,1.0,0,1.0,25.0,0,1,6,0
7360,1.0,0,1.0,6.0,0,1,7,0
7361,1.0,1,1.0,1.0,0,1,7,1
7362,1.0,0,2.0,7.0,0,1,7,1
7363,,0,1.0,24.0,0,1,6,0
7364,1.0,0,1.0,19.0,0,1,6,1
7365,2.0,1,3.0,26.0,0,2,2,1
7366,1.0,0,1.0,49.0,0,1,7,0
7367,1.0,0,1.0,18.0,0,1,7,0
7368,1.0,0,1.0,25.0,0,1,7,0
7369,1.0,0,1.0,46.0,0,2,6,0
7370,1.0,1,1.0,33.0,0,1,7,0
7371,1.0,0,1.0,10.0,0,1,7,1
7372,1.0,1,1.0,38.0,0,1,7,1
7373,3.0,0,1.0,23.0,0,1,5,0
7374,1.0,1,1.0,26.0,0,1,7,1
7375,1.0,0,1.0,16.0,0,1,7,0
7376,1.0,0,1.0,29.0,0,2,5,1
7377,2.0,1,2.0,35.0,0,1,3,1
7378,1.0,0,1.0,58.0,0,2,6,0
7379,1.0,1,3.0,17.0,0,2,7,1
7381,1.0,1,3.0,2.0,0,2,7,1
7383,3.0,0,1.0,18.0,0,1,6,1
7384,1.0,0,3.0,29.0,0,2,5,1
7385,1.0,0,3.0,21.0,0,2,6,0
7386,2.0,1,3.0,43.0,0,2,3,1
7387,1.0,1,1.0,69.0,0,2,7,0
7388,1.0,0,1.0,40.0,0,2,7,0
7389,1.0,1,1.0,1.0,0,2,7,1
7390,3.0,1,1.0,36.0,0,2,6,1
7391,1.0,0,1.0,60.0,0,1,7,0
7392,1.0,1,2.0,17.0,0,1,7,1
7393,1.0,1,1.0,49.0,0,1,7,0
7394,1.0,0,1.0,23.0,0,1,7,0
7395,1.0,0,1.0,39.0,0,1,6,0
7397,1.0,0,1.0,26.0,0,1,7,1
7398,2.0,0,1.0,31.0,0,2,3,0
7399,2.0,1,1.0,48.0,0,2,3,1
7400,2.0,0,3.0,26.0,0,2,3,0
7401,3.0,1,1.0,25.0,0,2,6,1
7402,2.0,1,3.0,25.0,0,2,2,1
7403,1.0,0,,30.0,0,1,6,0
7404,1.0,1,1.0,,0,2,7,1
7405,1.0,1,1.0,23.0,0,1,7,0
7406,1.0,0,1.0,24.0,0,1,7,0
7407,1.0,0,1.0,47.0,0,1,7,1
7408,1.0,1,1.0,37.0,0,1,7,0
7409,3.0,1,1.0,24.0,0,1,6,1
7410,1.0,0,1.0,21.0,0,1,7,0
7411,3.0,1,1.0,42.0,0,2,6,1
7412,1.0,0,1.0,39.0,0,2,6,0
7413,1.0,0,1.0,28.0,0,1,6,0
7414,1.0,0,1.0,32.0,0,1,5,0
7415,2.0,0,1.0,31.0,0,2,2,0
7417,1.0,0,1.0,41.0,0,2,6,1
7418,1.0,0,1.0,21.0,0,1,6,0
7419,1.0,0,1.0,,0,1,7,0
7420,1.0,0,1.0,9.0,0,1,7,1
7421,2.0,0,1.0,36.0,0,2,4,0
7422,2.0,1,3.0,30.0,0,2,4,1
7423,1.0,0,1.0,27.0,0,2,7,0
7424,1.0,0,1.0,40.0,0,2,6,0
7425,2.0,0,1.0,41.0,0,1,3,0
7426,2.0,1,3.0,16.0,0,1,2,1
7427,2.0,0,2.0,36.0,1,1,2,1
7428,2.0,0,1.0,15.0,0,2,4,0
7429,2.0,1,1.0,39.0,0,2,4,1
7430,3.0,1,1.0,21.0,0,2,6,1
7431,1.0,0,2.0,24.0,0,1,6,1
7432,3.0,0,1.0,28.0,0,1,6,0
7433,1.0,0,1.0,47.0,0,2,7,0
7434,,0,1.0,55.0,0,1,7,0
7435,1.0,1,1.0,,0,1,7,1
7436,1.0,0,3.0,22.0,0,1,5,1
7437,1.0,1,1.0,26.0,0,1,7,1
7438,3.0,0,,62.0,0,2,6,0
7439,3.0,0,1.0,53.0,0,2,5,0
7440,1.0,0,3.0,29.0,0,2,7,0
7441,1.0,0,1.0,21.0,0,1,7,0
7442,1.0,1,2.0,18.0,0,2,7,1
7443,3.0,1,1.0,34.0,0,2,5,1
7444,1.0,0,1.0,19.0,0,1,6,0
7445,1.0,0,1.0,14.0,0,1,7,0
7446,1.0,0,1.0,21.0,0,2,7,0
7447,3.0,0,1.0,55.0,0,2,4,1
7448,2.0,0,3.0,18.0,0,1,3,1
7449,2.0,1,3.0,33.0,0,1,2,1
7450,2.0,0,1.0,35.0,0,1,2,0
7451,,1,1.0,31.0,0,2,3,1
7452,2.0,0,1.0,27.0,0,1,3,0
7453,2.0,0,1.0,,0,1,3,0
7454,1.0,1,2.0,13.0,0,2,7,1
7455,1.0,0,1.0,24.0,0,1,6,0
7456,1.0,0,1.0,22.0,0,1,7,0
7457,2.0,1,1.0,32.0,0,1,2,0
7458,2.0,1,1.0,18.0,0,1,2,1
7460,3.0,0,1.0,4.0,0,1,6,1
7461,3.0,1,1.0,24.0,0,1,6,1
7462,3.0,0,1.0,23.0,0,1,6,1
7463,3.0,0,1.0,1.0,0,1,6,1
7464,1.0,0,1.0,18.0,0,1,6,1
7465,3.0,0,1.0,21.0,0,1,6,0
7466,3.0,0,1.0,40.0,0,1,4,0
7467,2.0,1,1.0,49.0,0,2,2,1
7468,1.0,1,2.0,25.0,0,2,7,0
7469,1.0,1,3.0,21.0,0,1,7,1
7470,2.0,1,1.0,40.0,0,2,1,1
7471,2.0,1,3.0,47.0,1,2,1,1
7472,1.0,0,2.0,25.0,0,1,7,0
7474,1.0,0,1.0,39.0,0,1,6,0
7475,2.0,1,3.0,26.0,0,1,2,1
7476,1.0,0,1.0,0.0,0,2,7,1
7477,1.0,1,1.0,14.0,0,2,7,1
7478,3.0,0,1.0,7.0,0,1,6,1
7479,3.0,1,3.0,50.0,0,2,6,1
7480,1.0,0,3.0,22.0,0,2,6,0
7481,1.0,1,2.0,17.0,0,2,7,1
7482,1.0,0,1.0,35.0,0,2,6,0
7483,1.0,0,1.0,22.0,0,2,6,0
7484,1.0,0,1.0,26.0,0,1,7,0
7485,1.0,0,2.0,24.0,0,1,5,1
7486,2.0,0,1.0,59.0,0,2,3,1
7487,3.0,1,1.0,24.0,0,2,6,1
7488,3.0,0,1.0,17.0,0,2,5,0
7489,3.0,1,1.0,28.0,0,2,6,1
7490,1.0,1,1.0,38.0,0,2,7,1
7491,2.0,0,1.0,2.0,0,2,2,1
7492,2.0,0,1.0,36.0,0,2,2,0
7493,2.0,1,3.0,32.0,0,2,2,1
7494,1.0,0,1.0,15.0,0,2,5,0
7495,1.0,0,1.0,54.0,0,2,6,0
7496,3.0,1,1.0,18.0,0,1,6,1
7497,1.0,0,1.0,22.0,0,1,6,0
7498,1.0,1,1.0,23.0,0,1,7,0
7499,2.0,0,1.0,14.0,0,1,4,1
7500,2.0,1,1.0,26.0,0,1,4,1
7501,1.0,0,1.0,73.0,0,2,6,0
7502,2.0,0,1.0,29.0,0,1,2,1
7503,3.0,1,1.0,29.0,0,2,6,1
7504,1.0,0,1.0,12.0,0,2,7,0
7505,1.0,0,3.0,27.0,0,2,6,0
7506,1.0,0,1.0,31.0,0,2,7,0
7507,1.0,1,2.0,26.0,0,2,7,0
7508,2.0,1,3.0,35.0,0,1,4,1
7509,2.0,1,1.0,25.0,0,1,1,1
7510,2.0,1,,40.0,0,1,1,1
7511,3.0,1,1.0,18.0,0,2,5,0
7512,3.0,0,,52.0,0,2,5,0
7513,3.0,1,1.0,35.0,0,2,6,1
7514,1.0,0,1.0,51.0,0,2,6,0
7515,1.0,0,1.0,35.0,0,2,6,0
7516,1.0,0,1.0,14.0,0,2,6,0
7517,2.0,1,3.0,,0,2,3,1
7518,2.0,1,3.0,26.0,0,2,3,1
7519,,1,3.0,21.0,0,1,7,0
7520,2.0,0,3.0,45.0,0,2,1,1
7521,2.0,0,1.0,29.0,0,2,1,1
7522,2.0,0,1.0,39.0,1,2,1,1
7523,2.0,1,3.0,37.0,0,2,1,1
7524,1.0,1,2.0,22.0,0,1,7,1
7525,1.0,0,1.0,22.0,0,1,7,0
7526,1.0,0,2.0,30.0,0,2,7,0
7528,1.0,1,2.0,0.0,0,2,7,1
7529,1.0,0,1.0,9.0,0,2,7,0
7530,1.0,0,2.0,18.0,0,2,7,0
7531,3.0,0,1.0,29.0,0,1,6,0
7532,3.0,0,3.0,52.0,0,2,6,0
7533,1.0,0,1.0,27.0,0,2,5,0
7534,2.0,0,1.0,54.0,0,1,3,0
7535,2.0,0,1.0,28.0,0,1,3,1
7536,2.0,1,1.0,65.0,0,1,2,1
7537,2.0,1,3.0,26.0,0,1,2,1
7538,1.0,0,1.0,29.0,0,1,6,0
7539,,0,1.0,20.0,0,1,7,0
