,HomePlanet,CryoSleep,Destination,Age,VIP,Side,Deck
1896,2.0,0,3.0,20.0,0,1,4
1897,2.0,0,1.0,37.0,0,1,4
1898,1.0,0,3.0,35.0,0,1,3
1899,1.0,0,1.0,25.0,0,1,7
1900,2.0,1,1.0,22.0,0,2,2
1901,2.0,1,3.0,47.0,0,2,2
1902,2.0,0,3.0,31.0,0,2,2
1903,1.0,0,1.0,27.0,0,2,6
1904,1.0,1,1.0,47.0,0,2,7
1905,1.0,0,1.0,46.0,0,2,6
1906,2.0,0,3.0,47.0,0,1,5
1907,1.0,0,1.0,40.0,0,1,7
1908,1.0,0,1.0,39.0,0,2,7
1909,1.0,1,1.0,39.0,0,2,7
1910,1.0,0,1.0,35.0,0,2,7
1911,1.0,0,3.0,43.0,0,1,6
1912,1.0,0,1.0,38.0,0,2,7
1913,1.0,1,2.0,31.0,0,1,7
1914,2.0,0,1.0,20.0,0,2,2
1915,2.0,0,3.0,44.0,0,2,2
1917,1.0,0,1.0,25.0,0,1,5
1918,1.0,1,3.0,20.0,0,2,7
1919,3.0,0,1.0,33.0,0,1,6
1920,3.0,0,2.0,58.0,0,2,6
1921,1.0,0,1.0,23.0,0,2,6
1922,2.0,0,1.0,35.0,0,2,2
1923,1.0,0,1.0,13.0,0,2,5
1924,1.0,0,1.0,21.0,0,1,5
1925,1.0,1,2.0,20.0,0,1,7
1926,1.0,0,1.0,15.0,0,1,6
1927,3.0,1,1.0,48.0,0,1,6
1928,3.0,1,1.0,58.0,0,1,6
1929,2.0,1,3.0,25.0,0,2,1
1930,2.0,0,1.0,43.0,0,2,1
1931,1.0,0,1.0,53.0,0,2,6
1932,1.0,0,3.0,13.0,0,1,6
1933,1.0,0,1.0,8.0,0,1,7
1934,1.0,1,1.0,53.0,0,1,7
1935,1.0,0,1.0,22.0,0,2,5
1936,2.0,1,3.0,31.0,0,2,2
1937,1.0,0,1.0,28.0,0,1,6
1938,1.0,0,1.0,22.0,0,2,7
1939,1.0,1,1.0,27.0,0,2,7
1940,2.0,1,1.0,29.0,0,1,2
1941,2.0,1,1.0,42.0,0,2,2
1942,2.0,0,3.0,42.0,0,2,3
1943,1.0,0,1.0,33.0,0,2,6
1944,2.0,0,1.0,32.0,1,2,4
1945,1.0,0,3.0,42.0,0,1,7
1946,1.0,1,2.0,22.0,0,1,7
1947,1.0,0,3.0,18.0,0,2,7
1948,2.0,1,1.0,46.0,0,2,5
1949,1.0,0,1.0,20.0,0,1,6
1950,1.0,0,1.0,21.0,0,1,6
1951,3.0,1,1.0,26.0,0,2,6
1952,3.0,0,1.0,51.0,0,2,6
1953,1.0,0,1.0,53.0,0,1,6
1954,1.0,0,1.0,29.0,0,2,7
1955,3.0,0,1.0,25.0,1,1,5
1956,3.0,0,1.0,69.0,0,1,6
1957,2.0,1,1.0,26.0,0,1,1
1958,2.0,0,1.0,38.0,0,1,1
1959,1.0,1,1.0,37.0,0,2,7
1960,1.0,0,1.0,14.0,0,1,6
1961,3.0,0,1.0,36.0,0,2,6
1962,3.0,0,1.0,42.0,0,2,5
1963,1.0,0,1.0,25.0,0,2,6
1964,1.0,1,1.0,35.0,0,2,7
1965,3.0,0,1.0,26.0,1,1,4
1966,3.0,1,1.0,12.0,0,1,6
1967,1.0,0,1.0,48.0,0,1,6
1968,1.0,1,1.0,13.0,0,1,6
1969,1.0,0,1.0,21.0,0,1,6
1970,1.0,0,1.0,26.0,0,1,7
1971,1.0,0,1.0,32.0,0,1,7
1972,1.0,1,1.0,25.0,0,1,7
1973,1.0,0,1.0,51.0,0,1,6
1974,1.0,1,3.0,15.0,0,1,7
1975,1.0,1,3.0,14.0,0,1,7
1976,2.0,1,3.0,41.0,0,2,3
1977,1.0,1,1.0,13.0,0,2,6
1978,3.0,1,1.0,39.0,0,2,6
1979,1.0,0,1.0,19.0,0,1,7
1980,1.0,0,1.0,17.0,0,1,7
1981,1.0,0,1.0,41.0,0,2,7
1982,1.0,0,3.0,43.0,0,1,6
1983,1.0,0,3.0,18.0,0,1,7
1984,1.0,0,1.0,22.0,0,1,6
1985,2.0,1,3.0,29.0,0,2,4
1986,1.0,0,1.0,22.0,0,2,5
1987,3.0,1,1.0,62.0,0,1,6
1988,3.0,0,1.0,29.0,0,1,6
1989,1.0,0,1.0,26.0,0,1,6
1990,1.0,0,3.0,8.0,0,1,7
1991,1.0,0,2.0,26.0,0,1,6
1992,1.0,0,1.0,38.0,0,1,7
1993,1.0,0,2.0,49.0,0,1,7
1994,1.0,1,3.0,18.0,0,2,7
1995,1.0,0,1.0,18.0,0,2,5
1996,1.0,0,1.0,35.0,0,2,6
1997,3.0,0,1.0,34.0,1,1,5
1998,3.0,1,1.0,11.0,0,1,6
1999,3.0,1,1.0,26.0,0,1,6
2000,3.0,0,1.0,22.0,0,2,6
2001,1.0,0,1.0,18.0,0,2,6
2002,3.0,1,1.0,36.0,0,2,6
2003,1.0,1,1.0,17.0,0,1,7
2004,3.0,0,1.0,25.0,0,1,5
2005,1.0,0,1.0,29.0,1,2,5
2006,2.0,0,1.0,25.0,0,1,2
2007,3.0,1,1.0,34.0,0,2,6
2008,1.0,1,3.0,16.0,0,1,7
2009,2.0,1,3.0,28.0,0,1,3
2010,2.0,0,1.0,29.0,0,1,3
2011,2.0,0,1.0,38.0,0,1,3
2012,2.0,1,3.0,39.0,0,1,3
2013,1.0,0,2.0,48.0,0,2,7
2014,1.0,0,1.0,23.0,0,1,7
2015,1.0,1,1.0,16.0,0,1,7
2016,1.0,1,1.0,21.0,0,1,7
2017,1.0,0,1.0,21.0,0,1,7
2018,1.0,0,1.0,4.0,0,1,7
2019,3.0,0,1.0,27.0,0,2,5
2020,1.0,0,1.0,18.0,0,2,6
2021,1.0,1,1.0,22.0,0,1,7
2022,1.0,0,1.0,28.0,0,1,6
2023,1.0,0,1.0,22.0,0,1,7
2025,1.0,1,1.0,29.0,0,2,7
2026,1.0,0,2.0,42.0,0,2,6
2027,1.0,1,1.0,0.0,0,2,7
2028,2.0,0,1.0,52.0,0,1,3
2030,1.0,1,1.0,19.0,0,2,7
2031,1.0,0,1.0,23.0,0,2,6
2032,1.0,0,1.0,36.0,0,2,6
2033,1.0,0,1.0,26.0,0,2,6
2034,1.0,0,1.0,62.0,0,2,6
2035,1.0,0,1.0,28.0,0,2,7
2036,1.0,1,1.0,25.0,0,2,7
2037,1.0,0,3.0,0.0,0,2,7
2039,1.0,0,1.0,49.0,0,2,6
2040,1.0,0,2.0,21.0,0,2,6
2041,1.0,0,1.0,29.0,0,2,7
2042,1.0,0,1.0,19.0,0,1,6
2043,1.0,1,3.0,32.0,0,2,6
2044,3.0,1,1.0,20.0,0,2,6
2045,1.0,0,1.0,48.0,0,2,7
2046,1.0,0,1.0,27.0,0,1,5
2047,1.0,0,1.0,49.0,0,1,6
2048,1.0,0,1.0,20.0,0,2,5
2049,1.0,0,2.0,25.0,0,2,7
2050,1.0,0,1.0,26.0,0,1,6
2051,2.0,0,3.0,73.0,0,2,3
2052,2.0,1,3.0,23.0,0,2,2
2053,2.0,0,3.0,23.0,0,2,2
2054,3.0,0,1.0,26.0,0,2,6
2055,2.0,0,3.0,48.0,0,2,2
2056,2.0,0,1.0,26.0,0,2,2
2057,3.0,1,1.0,54.0,0,2,5
2058,3.0,0,1.0,56.0,0,2,5
2059,2.0,0,3.0,30.0,1,2,3
2060,1.0,0,1.0,24.0,0,2,5
2061,1.0,0,3.0,23.0,0,2,5
2062,2.0,1,1.0,57.0,0,2,3
2063,1.0,0,1.0,26.0,0,1,6
2064,1.0,0,1.0,14.0,0,1,5
2065,1.0,1,1.0,51.0,0,1,7
2066,1.0,1,1.0,16.0,0,1,7
2067,2.0,1,3.0,29.0,0,1,1
2068,1.0,1,1.0,43.0,0,2,7
2069,1.0,0,1.0,16.0,0,2,6
2070,3.0,0,1.0,38.0,0,2,5
2071,2.0,0,1.0,40.0,0,1,2
2072,1.0,0,2.0,44.0,0,2,6
2073,1.0,0,1.0,25.0,0,2,6
2074,1.0,0,1.0,20.0,0,2,6
2075,1.0,0,3.0,19.0,0,1,6
2076,2.0,0,1.0,47.0,0,2,2
2077,1.0,1,1.0,21.0,0,1,7
2078,1.0,0,1.0,15.0,0,1,6
2079,2.0,0,1.0,26.0,0,1,5
2080,2.0,0,1.0,50.0,1,1,3
2081,1.0,0,1.0,19.0,0,1,6
2082,1.0,0,1.0,26.0,0,1,6
2083,1.0,0,1.0,18.0,0,1,7
2084,1.0,1,1.0,0.0,0,2,7
2085,1.0,1,1.0,34.0,0,2,7
2086,1.0,0,1.0,25.0,0,2,7
2087,1.0,0,3.0,8.0,0,2,7
2088,1.0,1,1.0,0.0,0,2,7
2089,1.0,0,3.0,6.0,0,2,7
2090,2.0,0,3.0,27.0,0,2,1
2091,1.0,0,1.0,32.0,0,1,5
2092,1.0,0,1.0,63.0,0,1,6
2093,3.0,0,2.0,36.0,0,1,6
2094,2.0,0,3.0,33.0,0,1,1
2095,1.0,1,1.0,28.0,0,2,7
2096,2.0,0,3.0,43.0,0,1,5
2097,1.0,0,1.0,23.0,0,2,7
2098,2.0,1,1.0,22.0,0,2,2
2099,2.0,0,3.0,56.0,0,2,3
2100,2.0,0,1.0,25.0,0,2,3
2101,2.0,1,3.0,28.0,0,2,3
2102,2.0,1,1.0,44.0,0,2,3
2103,1.0,0,1.0,20.0,0,1,6
2104,3.0,0,1.0,17.0,0,2,4
2105,1.0,0,1.0,18.0,0,2,6
2106,1.0,0,1.0,15.0,0,2,6
2107,1.0,1,1.0,23.0,0,2,7
2108,1.0,0,1.0,27.0,0,2,7
2109,1.0,0,1.0,10.0,0,2,7
2110,1.0,0,1.0,10.0,0,2,7
2111,1.0,1,3.0,0.0,0,2,7
2112,1.0,1,1.0,16.0,0,2,7
2113,1.0,0,1.0,48.0,0,2,7
2114,1.0,0,1.0,7.0,0,2,7
2115,3.0,1,1.0,50.0,0,2,6
2116,3.0,1,1.0,5.0,0,2,6
2117,3.0,0,1.0,50.0,0,2,4
2118,1.0,0,1.0,35.0,0,2,7
2119,1.0,0,1.0,23.0,0,1,6
2120,3.0,0,1.0,28.0,0,1,4
2121,1.0,0,1.0,20.0,0,1,7
2122,3.0,0,1.0,47.0,0,1,5
2123,1.0,1,1.0,26.0,0,2,7
2124,1.0,1,2.0,17.0,0,1,7
2125,1.0,1,1.0,43.0,0,1,7
2126,1.0,0,1.0,37.0,0,2,6
2127,3.0,0,1.0,25.0,0,1,4
2128,3.0,0,3.0,26.0,0,1,4
2129,1.0,0,1.0,23.0,0,2,7
2130,3.0,0,1.0,46.0,1,1,6
2131,1.0,0,1.0,23.0,0,2,6
2132,2.0,1,3.0,26.0,0,2,3
2133,2.0,0,1.0,27.0,0,2,3
2134,1.0,0,1.0,18.0,0,2,7
2135,1.0,0,1.0,63.0,0,2,6
2137,2.0,0,1.0,0.0,0,2,3
2138,2.0,0,1.0,0.0,0,2,3
2139,2.0,0,3.0,37.0,0,2,3
2140,2.0,0,3.0,18.0,0,2,3
2141,1.0,1,1.0,33.0,0,2,3
2142,2.0,0,1.0,31.0,0,2,3
2143,1.0,1,1.0,34.0,0,2,7
2144,1.0,0,1.0,18.0,0,2,7
2145,3.0,0,1.0,20.0,0,1,4
2146,2.0,1,1.0,37.0,0,2,2
2147,2.0,0,1.0,30.0,0,1,5
2148,3.0,0,1.0,7.0,0,1,6
2149,3.0,0,1.0,32.0,0,1,6
2150,1.0,0,1.0,68.0,0,1,6
2151,3.0,0,1.0,0.0,0,1,6
2152,1.0,0,1.0,23.0,0,2,6
2153,2.0,0,3.0,38.0,0,1,3
2154,2.0,0,1.0,26.0,0,1,3
2155,2.0,0,3.0,29.0,0,1,2
2156,1.0,0,1.0,43.0,0,2,7
2157,3.0,1,1.0,38.0,0,1,6
2158,3.0,0,1.0,25.0,0,1,6
2159,3.0,1,1.0,18.0,0,2,6
2160,1.0,0,1.0,23.0,0,1,7
2161,1.0,0,1.0,26.0,0,2,6
2162,2.0,0,1.0,45.0,0,2,3
2163,3.0,1,1.0,25.0,0,2,6
2164,3.0,1,3.0,16.0,0,1,6
2165,2.0,1,3.0,25.0,0,1,2
2166,2.0,0,3.0,11.0,0,2,2
2167,2.0,1,3.0,22.0,0,2,2
2168,2.0,1,1.0,38.0,0,2,2
2169,2.0,1,1.0,25.0,0,2,2
2170,1.0,1,2.0,17.0,0,2,7
2171,1.0,0,1.0,20.0,0,2,7
2172,2.0,1,1.0,24.0,0,2,3
2173,2.0,1,3.0,37.0,0,2,3
2174,2.0,0,1.0,32.0,0,2,3
2175,2.0,0,1.0,32.0,0,2,3
2176,1.0,0,1.0,20.0,0,1,6
2177,1.0,0,1.0,50.0,0,1,7
2178,2.0,0,1.0,33.0,0,2,2
2179,1.0,0,1.0,47.0,0,2,6
2180,2.0,1,3.0,49.0,0,2,3
2181,1.0,0,1.0,20.0,0,1,6
2182,2.0,1,1.0,26.0,0,1,4
2183,1.0,0,1.0,24.0,0,2,7
2184,1.0,0,1.0,11.0,0,2,7
2185,3.0,0,1.0,47.0,0,2,6
2186,1.0,1,1.0,22.0,0,1,7
2187,3.0,0,1.0,35.0,0,1,5
2188,3.0,0,3.0,25.0,0,2,6
2189,3.0,1,1.0,33.0,0,2,6
2190,1.0,0,1.0,20.0,0,1,5
2191,1.0,1,1.0,16.0,0,2,7
2192,3.0,0,1.0,29.0,0,2,6
2193,1.0,1,1.0,16.0,0,1,7
2194,2.0,1,1.0,43.0,0,2,4
2195,2.0,0,1.0,33.0,0,2,4
2196,1.0,0,1.0,16.0,0,1,6
2197,1.0,0,1.0,22.0,0,1,6
2198,1.0,0,3.0,18.0,0,2,6
2199,1.0,1,3.0,36.0,0,1,7
2200,1.0,1,1.0,17.0,0,1,7
2201,1.0,0,1.0,34.0,0,1,6
2202,1.0,1,1.0,1.0,0,1,7
2203,3.0,1,1.0,24.0,0,2,6
2204,1.0,0,1.0,20.0,0,1,6
2205,2.0,0,1.0,56.0,0,1,4
2206,2.0,1,1.0,26.0,0,1,4
2207,1.0,0,1.0,35.0,0,2,6
2208,3.0,0,3.0,3.0,0,1,6
2209,3.0,0,1.0,23.0,0,1,5
2210,3.0,1,1.0,19.0,0,1,6
2211,3.0,0,1.0,0.0,0,1,6
2212,1.0,0,1.0,30.0,0,1,7
2213,1.0,0,1.0,50.0,0,2,6
2214,3.0,1,1.0,15.0,0,1,5
2215,3.0,0,1.0,19.0,0,1,6
2216,3.0,0,1.0,26.0,0,1,6
2217,3.0,0,1.0,35.0,0,1,6
2218,1.0,0,1.0,45.0,0,2,7
2219,1.0,1,1.0,0.0,0,1,7
2220,1.0,0,2.0,74.0,0,1,7
2222,3.0,0,1.0,39.0,0,2,5
2223,1.0,0,1.0,18.0,0,1,6
2224,1.0,1,2.0,39.0,0,2,7
2225,2.0,1,1.0,33.0,0,1,5
2226,1.0,0,2.0,21.0,0,2,6
2227,2.0,0,1.0,35.0,0,2,2
2228,2.0,0,3.0,66.0,0,2,2
2229,1.0,0,1.0,14.0,0,2,6
2230,3.0,0,1.0,20.0,0,2,4
2231,3.0,1,1.0,18.0,0,2,6
2232,2.0,0,1.0,36.0,0,2,5
2233,2.0,0,3.0,27.0,1,2,1
2234,2.0,0,1.0,51.0,0,2,2
2235,1.0,1,1.0,18.0,0,2,7
2236,1.0,0,1.0,46.0,0,1,6
2237,3.0,0,1.0,67.0,0,2,6
2238,1.0,0,1.0,24.0,0,1,7
2239,1.0,0,2.0,35.0,0,1,7
2240,1.0,0,1.0,14.0,0,2,6
2241,3.0,1,1.0,22.0,0,1,6
2242,1.0,1,2.0,20.0,0,1,7
2243,3.0,1,1.0,23.0,0,2,6
2244,1.0,1,2.0,23.0,0,1,7
2245,1.0,1,1.0,21.0,0,1,7
2246,3.0,0,1.0,36.0,0,1,4
2247,1.0,1,1.0,19.0,0,2,7
2248,1.0,0,2.0,22.0,0,2,6
2249,1.0,0,1.0,58.0,0,1,5
2250,1.0,0,1.0,14.0,0,1,6
2251,1.0,0,1.0,18.0,0,1,6
2253,1.0,0,1.0,24.0,0,2,6
2254,3.0,0,1.0,26.0,0,2,6
2255,1.0,1,1.0,16.0,0,2,7
2256,1.0,1,3.0,26.0,0,1,7
2257,1.0,0,1.0,21.0,0,2,7
2258,1.0,1,1.0,17.0,0,2,7
2259,1.0,0,1.0,23.0,0,1,6
2260,3.0,0,1.0,22.0,0,2,5
2261,1.0,0,3.0,20.0,0,2,6
2262,2.0,0,3.0,38.0,0,2,2
2263,1.0,0,3.0,37.0,0,2,5
2264,3.0,0,1.0,31.0,0,1,5
2265,3.0,0,3.0,27.0,0,1,6
2266,1.0,0,1.0,31.0,0,1,7
2267,1.0,0,1.0,21.0,0,1,7
2268,1.0,1,2.0,36.0,0,1,7
2269,1.0,0,2.0,20.0,0,1,7
2270,1.0,0,2.0,36.0,0,1,7
2271,1.0,0,2.0,40.0,0,2,7
2272,3.0,0,1.0,25.0,0,2,4
2273,2.0,1,1.0,32.0,1,1,3
2274,2.0,0,3.0,25.0,0,1,3
2276,3.0,0,1.0,28.0,0,1,6
2277,2.0,1,3.0,58.0,0,1,3
2278,3.0,1,1.0,26.0,0,2,6
2279,1.0,0,1.0,22.0,0,2,6
2280,3.0,0,1.0,61.0,0,1,6
2281,2.0,0,1.0,28.0,0,2,2
2282,2.0,1,1.0,24.0,0,2,2
2283,1.0,0,3.0,40.0,0,1,6
2284,1.0,1,1.0,26.0,0,1,7
2285,1.0,0,3.0,15.0,0,1,6
2286,1.0,0,2.0,29.0,0,1,7
2287,1.0,1,2.0,18.0,0,2,7
2289,1.0,1,1.0,24.0,0,2,7
2290,1.0,0,1.0,18.0,0,2,6
2291,1.0,0,2.0,21.0,0,2,6
2292,3.0,1,1.0,25.0,0,2,6
2293,1.0,0,3.0,16.0,0,1,6
2294,2.0,1,1.0,49.0,0,1,2
2295,1.0,0,1.0,28.0,0,2,5
2296,1.0,0,1.0,22.0,0,2,7
2297,1.0,0,1.0,11.0,0,2,7
2298,1.0,1,3.0,26.0,0,2,7
2299,1.0,1,3.0,17.0,0,1,7
2301,1.0,0,1.0,0.0,0,2,7
2302,1.0,0,1.0,26.0,0,2,7
2303,1.0,0,1.0,4.0,0,2,7
2304,1.0,0,1.0,19.0,0,2,6
2305,1.0,1,3.0,5.0,0,2,7
2306,1.0,0,1.0,35.0,0,1,5
2307,2.0,1,3.0,25.0,0,1,2
2308,2.0,1,1.0,26.0,0,1,2
2309,1.0,0,1.0,34.0,0,2,7
2310,2.0,0,3.0,21.0,0,1,1
2311,2.0,0,1.0,26.0,0,1,1
2312,2.0,0,1.0,32.0,0,1,2
2313,2.0,0,1.0,40.0,0,1,2
2314,3.0,0,1.0,13.0,0,2,5
2316,3.0,1,1.0,11.0,0,1,6
2317,1.0,0,3.0,25.0,0,2,6
2318,3.0,1,1.0,31.0,0,1,6
2319,3.0,1,3.0,51.0,0,1,6
2320,3.0,0,1.0,20.0,0,1,5
2321,3.0,1,1.0,32.0,0,2,6
2322,1.0,1,1.0,22.0,0,2,7
2323,1.0,1,2.0,38.0,0,2,7
2324,1.0,0,1.0,26.0,0,1,5
2325,2.0,0,1.0,42.0,1,1,1
2326,3.0,0,1.0,57.0,0,2,6
2327,1.0,1,1.0,38.0,0,1,7
2328,3.0,0,1.0,23.0,0,1,6
2329,3.0,0,3.0,32.0,0,1,6
2330,1.0,0,1.0,15.0,0,1,6
2331,1.0,0,1.0,41.0,0,1,6
2333,3.0,0,1.0,26.0,0,1,6
2334,1.0,0,2.0,26.0,0,1,7
2335,3.0,1,1.0,20.0,0,2,6
2336,1.0,0,1.0,19.0,0,1,6
2337,2.0,0,1.0,30.0,0,2,3
2338,3.0,1,1.0,58.0,0,2,6
2339,3.0,0,1.0,17.0,0,2,5
2340,1.0,0,1.0,26.0,0,2,6
2341,1.0,1,2.0,19.0,0,1,7
2342,1.0,0,3.0,20.0,0,1,6
2343,3.0,0,1.0,54.0,0,2,6
2344,3.0,0,1.0,21.0,0,2,5
2345,1.0,0,1.0,44.0,0,2,6
2347,1.0,1,3.0,2.0,0,2,7
2348,1.0,0,1.0,20.0,0,1,6
2349,3.0,1,1.0,50.0,0,2,6
2350,1.0,0,1.0,27.0,0,2,6
2351,1.0,0,2.0,28.0,0,1,6
2352,1.0,0,1.0,33.0,0,1,6
2353,3.0,1,3.0,23.0,0,2,4
2354,1.0,0,1.0,22.0,0,2,7
2355,3.0,1,1.0,44.0,0,2,6
2356,3.0,0,1.0,45.0,0,1,5
2357,2.0,0,3.0,20.0,0,2,2
2358,3.0,0,1.0,26.0,0,1,5
2359,1.0,0,1.0,18.0,0,1,7
2360,1.0,0,2.0,21.0,0,1,6
2361,2.0,0,3.0,26.0,0,1,2
2362,2.0,1,3.0,55.0,0,1,2
2363,3.0,0,1.0,24.0,0,2,5
2364,1.0,0,1.0,27.0,0,1,6
2365,1.0,0,3.0,18.0,0,1,6
2366,3.0,1,1.0,20.0,0,1,6
2367,1.0,0,1.0,31.0,0,2,6
2368,1.0,0,1.0,37.0,0,2,7
2369,2.0,0,2.0,37.0,1,1,2
2370,2.0,1,3.0,57.0,0,1,2
2371,3.0,1,1.0,39.0,0,2,6
2372,1.0,1,1.0,20.0,0,2,7
2373,3.0,0,1.0,18.0,0,1,6
2374,2.0,0,3.0,29.0,1,1,2
2375,2.0,0,3.0,31.0,0,1,2
2376,2.0,1,3.0,27.0,0,2,3
2378,1.0,0,1.0,26.0,0,1,6
2379,3.0,0,3.0,32.0,0,1,4
2380,1.0,0,1.0,19.0,0,1,7
2381,1.0,0,1.0,50.0,0,2,6
2382,1.0,0,1.0,19.0,0,2,6
2383,2.0,0,3.0,44.0,0,2,1
2384,2.0,0,1.0,49.0,0,2,4
2385,2.0,0,3.0,30.0,0,1,3
2386,1.0,0,1.0,41.0,0,2,6
2387,2.0,0,3.0,34.0,0,1,3
2388,2.0,1,3.0,30.0,0,1,3
2389,1.0,0,2.0,22.0,0,2,7
2390,2.0,0,1.0,29.0,0,2,5
2391,3.0,1,1.0,32.0,0,2,6
2392,3.0,0,2.0,40.0,0,2,6
2393,1.0,1,1.0,50.0,0,2,7
2394,1.0,0,2.0,31.0,0,2,7
2395,1.0,1,3.0,1.0,0,2,7
2396,1.0,0,1.0,30.0,0,2,7
2397,2.0,0,3.0,26.0,1,2,3
2398,2.0,0,3.0,41.0,0,2,3
2399,3.0,0,1.0,34.0,0,1,6
2400,3.0,1,1.0,14.0,0,1,6
2401,1.0,0,3.0,13.0,0,1,6
2402,1.0,1,2.0,16.0,0,1,7
2403,2.0,0,3.0,25.0,0,1,1
2404,1.0,0,3.0,17.0,0,2,7
2405,1.0,0,1.0,41.0,0,2,6
2406,3.0,0,3.0,28.0,0,1,6
2407,1.0,0,1.0,3.0,0,1,7
2408,1.0,1,1.0,18.0,0,1,7
2409,1.0,0,1.0,20.0,0,1,6
2411,1.0,0,2.0,59.0,0,1,7
2412,2.0,1,1.0,52.0,0,1,5
2413,2.0,1,1.0,47.0,0,1,3
2414,2.0,0,3.0,56.0,0,1,4
2415,3.0,0,1.0,24.0,0,1,6
2416,1.0,0,1.0,13.0,0,1,7
2417,1.0,0,1.0,15.0,0,1,5
2418,1.0,0,1.0,40.0,0,2,6
2419,1.0,0,3.0,30.0,0,1,2
2420,2.0,0,1.0,25.0,0,2,3
2421,3.0,0,1.0,10.0,0,2,6
2422,3.0,0,3.0,28.0,0,2,6
2423,3.0,0,1.0,36.0,0,2,4
2424,1.0,0,2.0,12.0,0,2,7
2425,1.0,1,1.0,26.0,0,2,7
2426,1.0,0,1.0,33.0,0,2,7
2427,2.0,1,1.0,42.0,0,1,3
2428,1.0,1,1.0,31.0,0,1,7
2429,1.0,0,1.0,20.0,0,2,7
2430,1.0,1,3.0,24.0,0,2,7
2431,1.0,1,1.0,37.0,0,1,7
2432,1.0,0,1.0,19.0,0,1,6
2433,3.0,0,1.0,13.0,0,1,6
2434,1.0,0,2.0,23.0,0,2,6
2435,1.0,0,1.0,44.0,0,1,7
2436,2.0,1,1.0,36.0,0,1,3
2437,1.0,0,1.0,79.0,0,1,5
2438,1.0,1,2.0,1.0,0,1,7
2439,1.0,0,1.0,12.0,0,1,7
2440,1.0,0,1.0,8.0,0,1,7
2442,1.0,0,1.0,10.0,0,1,7
2443,1.0,0,1.0,3.0,0,1,7
2444,1.0,0,1.0,37.0,0,1,6
2445,2.0,1,3.0,43.0,0,1,1
2446,2.0,1,1.0,38.0,0,1,1
2447,2.0,0,3.0,33.0,0,1,1
2448,2.0,0,3.0,25.0,0,1,1
2449,1.0,0,1.0,42.0,0,1,6
2450,1.0,0,1.0,35.0,0,2,6
2451,2.0,0,3.0,35.0,0,1,3
2452,2.0,0,1.0,30.0,0,1,3
2453,2.0,1,3.0,33.0,0,1,3
2454,1.0,0,1.0,30.0,0,2,5
2455,1.0,1,2.0,23.0,0,1,7
2456,1.0,1,1.0,13.0,0,1,7
2457,2.0,1,1.0,32.0,0,1,2
2458,2.0,1,1.0,17.0,0,1,2
2459,2.0,0,3.0,37.0,1,1,2
2460,2.0,0,1.0,49.0,0,1,2
2461,2.0,0,1.0,53.0,0,1,5
2462,1.0,1,3.0,27.0,0,1,7
2463,3.0,0,1.0,26.0,0,1,6
2464,3.0,0,1.0,50.0,0,1,4
2465,3.0,1,3.0,17.0,0,1,6
2466,1.0,0,1.0,22.0,0,1,7
2467,3.0,1,1.0,8.0,0,2,6
2468,3.0,0,1.0,42.0,0,2,5
2469,3.0,1,1.0,30.0,0,2,6
2470,3.0,0,3.0,4.0,0,2,6
2471,1.0,0,1.0,27.0,0,2,6
2472,2.0,1,3.0,15.0,0,1,3
2473,2.0,1,1.0,38.0,0,1,3
2474,2.0,1,3.0,51.0,0,1,3
2475,3.0,0,1.0,26.0,0,2,6
2476,2.0,1,3.0,34.0,0,2,3
2477,2.0,1,3.0,45.0,0,2,3
2478,1.0,1,1.0,18.0,0,1,7
2479,1.0,0,2.0,21.0,0,1,6
2480,1.0,0,1.0,23.0,0,1,6
2481,3.0,1,1.0,24.0,0,1,6
2482,1.0,0,1.0,20.0,0,2,6
2484,1.0,0,1.0,22.0,0,2,5
2485,1.0,0,1.0,13.0,0,1,5
2486,3.0,0,1.0,42.0,0,2,5
2487,1.0,0,1.0,19.0,0,2,5
2488,3.0,0,1.0,24.0,0,2,5
2489,1.0,0,2.0,45.0,0,1,6
2490,1.0,0,1.0,35.0,0,2,6
2491,1.0,0,1.0,16.0,0,2,6
2493,1.0,0,1.0,43.0,0,1,6
2494,1.0,0,1.0,31.0,0,1,6
2495,2.0,0,1.0,26.0,0,2,1
2496,3.0,0,1.0,22.0,0,2,6
2497,1.0,0,1.0,48.0,0,2,6
2498,1.0,0,3.0,20.0,0,2,6
2499,3.0,0,1.0,35.0,0,2,4
2501,1.0,0,1.0,28.0,0,1,6
2502,1.0,0,2.0,19.0,0,1,6
2503,2.0,0,3.0,45.0,0,2,5
2504,1.0,0,1.0,16.0,0,2,5
2505,1.0,0,1.0,3.0,0,1,7
2506,1.0,0,2.0,60.0,0,1,6
2507,2.0,1,1.0,33.0,1,2,2
2508,1.0,0,3.0,25.0,0,2,5
2509,1.0,0,1.0,37.0,0,2,6
2510,3.0,0,1.0,51.0,0,2,6
2511,1.0,1,3.0,29.0,0,2,7
2512,3.0,1,1.0,39.0,0,1,6
2513,1.0,1,1.0,29.0,0,1,7
2514,1.0,1,1.0,27.0,0,1,7
2515,1.0,0,1.0,38.0,0,1,6
2516,1.0,0,1.0,13.0,0,2,5
2517,1.0,0,1.0,33.0,0,2,6
2518,1.0,0,1.0,45.0,0,2,7
2519,1.0,0,3.0,0.0,0,2,7
2520,1.0,1,2.0,18.0,0,2,7
2521,1.0,1,1.0,0.0,0,2,7
